session_id,directed_search_usage,sales,prior_sessions,high_intent,returning_customer,mobile_session,prior_customer_value,true_effect,true_propensity
S01427,0,37.5656,2,1,0,1,128.9526,8.0,0.306553
S01428,0,29.576,3,0,0,1,118.9625,8.0,0.178547
S01429,0,32.9905,1,1,0,1,67.5185,8.0,0.18469
S01430,1,65.8178,7,1,1,0,155.7082,8.0,0.838112
S01431,1,51.7755,3,1,1,0,130.2806,8.0,0.572408
S01432,0,39.8599,3,1,0,0,95.3397,8.0,0.385099
S01433,0,38.3427,0,1,1,1,105.2417,8.0,0.267264
S01434,1,65.338,8,1,1,0,156.1375,8.0,0.8751
S01435,1,56.7768,3,1,1,0,149.2104,8.0,0.599951
S01436,1,65.1534,8,1,1,1,169.0905,8.0,0.855022
S01437,1,58.6055,5,1,1,1,139.5154,8.0,0.667543
S01438,0,32.7137,2,0,1,1,139.3386,8.0,0.239765
S01439,0,46.5961,4,1,1,1,121.8566,8.0,0.572275
S01440,1,56.2573,4,1,1,1,165.1034,8.0,0.63428
S01441,0,35.4196,2,1,0,0,107.6628,8.0,0.333139
S01442,0,19.0067,0,0,0,1,49.8703,8.0,0.05516
S01443,0,38.1136,5,0,0,0,167.4583,8.0,0.404861
S01444,0,46.4917,4,1,1,1,138.335,8.0,0.596285
S01445,1,33.5362,1,0,0,0,103.0429,8.0,0.122202
S01446,0,34.6394,2,0,1,1,128.7982,8.0,0.228428
S01447,0,32.8594,4,0,0,1,117.2198,8.0,0.225014
S01448,1,37.8305,1,0,1,0,82.8103,8.0,0.17608
S01449,0,43.6262,4,0,1,0,151.1222,8.0,0.441946
S01450,0,32.4896,3,0,1,0,107.8316,8.0,0.311523
S01451,0,49.0535,4,1,1,1,138.0861,8.0,0.595926
S01452,1,52.2496,3,1,1,1,120.0124,8.0,0.495019
S01453,0,25.2856,1,0,1,1,87.7258,8.0,0.146334
S01454,0,38.3284,1,1,1,1,109.9297,8.0,0.336167
S01455,1,41.3292,3,0,1,0,80.5705,8.0,0.277564
S01456,1,39.7181,2,0,1,1,92.816,8.0,0.192615
S01457,0,42.2658,4,1,0,1,122.8325,8.0,0.437084
S01458,0,23.5499,0,0,0,1,65.3063,8.0,0.060191
S01459,0,35.7013,6,0,0,1,137.8057,8.0,0.374452
S01460,0,34.4569,3,0,1,0,97.6053,8.0,0.298517
S01461,0,33.9256,2,0,1,1,112.2481,8.0,0.211399
S01462,0,36.0242,1,1,0,1,155.3715,8.0,0.277325
S01463,0,29.1705,2,0,0,1,86.5213,8.0,0.117029
S01464,0,25.4337,3,0,0,0,81.8908,8.0,0.182626
S01465,0,43.5429,4,1,0,1,110.5649,8.0,0.419066
S01466,1,39.2846,0,0,1,0,147.454,8.0,0.189191
S01467,0,32.0823,1,1,0,1,60.7057,8.0,0.178614
S01468,0,28.6191,1,0,1,0,119.7914,8.0,0.21061
S01469,0,29.4086,1,0,1,1,107.4578,8.0,0.161752
S01470,0,40.3419,2,1,0,0,123.1544,8.0,0.354098
S01471,1,55.3147,2,1,1,0,142.9617,8.0,0.516936
S01472,0,24.5558,1,0,0,0,65.777,8.0,0.10017
S01473,0,29.0367,3,0,0,1,109.352,8.0,0.170246
S01474,0,24.6431,0,0,1,1,83.8814,8.0,0.110395
S01475,0,49.1644,4,1,1,1,170.7542,8.0,0.642108
S01476,0,32.6506,4,0,0,0,100.0204,8.0,0.251641
S01477,0,29.3135,0,1,0,1,79.3905,8.0,0.15269
S01478,0,39.6666,5,0,1,1,172.8111,8.0,0.48672
S01479,0,30.7157,2,0,1,0,101.5491,8.0,0.244031
S01480,0,42.1042,5,1,0,1,100.8589,8.0,0.478801
S01481,0,41.7341,3,1,1,1,105.6946,8.0,0.473566
S01482,1,39.2531,1,0,1,0,116.1108,8.0,0.206962
S01483,1,51.7698,6,0,1,1,168.2605,8.0,0.554671
S01484,1,57.1979,6,1,0,0,134.1251,8.0,0.660327
S01485,0,45.4062,6,1,0,1,125.2097,8.0,0.589345
S01486,1,49.5629,4,1,0,1,141.3799,8.0,0.464629
S01487,0,41.7315,5,0,1,0,138.2268,8.0,0.49734
S01488,0,25.0611,1,0,0,0,111.3276,8.0,0.127635
S01489,0,56.0443,6,1,1,1,151.8428,8.0,0.744798
S01490,0,27.0493,2,0,0,0,81.3155,8.0,0.141595
S01491,0,40.259,4,0,1,0,132.9092,8.0,0.415191
S01492,0,27.5589,2,0,0,1,105.7499,8.0,0.129487
S01493,1,61.0167,5,1,1,1,193.5836,8.0,0.735265
S01494,0,41.4927,2,1,1,0,79.4564,8.0,0.422319
S01495,1,40.8327,2,1,0,0,57.5353,8.0,0.269967
S01496,0,27.751,2,0,0,0,98.149,8.0,0.154321
S01497,0,22.7953,1,0,0,1,101.5936,8.0,0.09705
S01498,0,44.8315,1,1,1,0,127.3702,8.0,0.419268
S01499,1,48.8199,3,1,0,1,118.6539,8.0,0.359375
S01500,1,52.2623,4,1,1,1,124.5325,8.0,0.5762
S01501,0,30.2894,2,0,1,1,127.309,8.0,0.226857
S01502,1,44.7168,2,1,0,1,80.9745,8.0,0.248963
S01503,0,36.5422,1,1,0,1,114.7385,8.0,0.231196
S01504,1,53.4642,3,1,1,1,147.3136,8.0,0.535908
S01505,0,31.0497,0,0,1,0,95.1369,8.0,0.145644
S01506,1,57.1211,4,1,1,1,142.0712,8.0,0.60167
S01507,0,35.0372,3,1,0,1,79.9495,8.0,0.307826
S01508,0,46.2728,3,1,1,0,126.4893,8.0,0.566832
S01509,1,50.3215,4,1,0,1,144.2749,8.0,0.468952
S01510,1,53.2977,6,0,1,1,177.5256,8.0,0.568358
S01511,0,33.9068,1,1,0,1,67.7074,8.0,0.184861
S01512,1,42.0398,4,0,0,0,101.6034,8.0,0.253434
S01513,1,70.0003,9,1,1,1,191.7355,8.0,0.901181
S01514,1,36.2832,1,0,1,1,153.652,8.0,0.202929
S01515,1,42.761,2,1,0,0,121.9068,8.0,0.352388
S01516,0,40.3314,1,1,1,0,66.2941,8.0,0.333536
S01517,1,45.037,4,0,1,0,126.4917,8.0,0.405874
S01518,1,54.0001,3,1,1,1,121.2346,8.0,0.496852
S01519,1,43.3144,2,0,1,0,123.4899,8.0,0.269126
S01520,1,44.6274,1,1,0,0,106.8688,8.0,0.26918
S01521,0,33.846,4,0,0,0,114.9454,8.0,0.268877
S01522,0,32.7076,1,0,1,1,157.6153,8.0,0.206802
S01523,1,60.6857,5,1,1,0,142.1306,8.0,0.723679
S01524,0,31.7719,5,0,0,1,140.402,8.0,0.310542
S01525,1,31.0773,1,0,0,1,103.9132,8.0,0.098277
S01526,0,45.795,6,1,0,1,158.6469,8.0,0.636888
S01527,1,48.2047,4,1,0,1,103.4794,8.0,0.408753
S01528,0,27.159,0,0,1,1,125.8478,8.0,0.137654
S01529,0,30.548,4,0,0,1,119.6234,8.0,0.227539
S01530,1,61.202,5,1,1,0,168.9551,8.0,0.75468
S01531,1,60.1021,5,1,1,0,119.8645,8.0,0.696183
S01532,1,36.8045,3,0,1,1,88.8275,8.0,0.239206
S01533,0,27.3715,2,0,0,0,80.9646,8.0,0.141339
S01534,0,31.0319,1,0,1,0,105.2949,8.0,0.196513
S01535,0,36.3978,0,1,1,0,92.5575,8.0,0.302662
S01536,1,57.0081,7,1,0,1,146.1339,8.0,0.687144
S01537,1,40.4422,4,0,0,0,140.5188,8.0,0.300086
S01538,1,45.1974,3,0,1,1,144.1433,8.0,0.304674
S01539,0,19.8537,0,0,0,1,76.2609,8.0,0.064018
S01540,0,32.444,2,0,1,1,144.3341,8.0,0.245271
S01541,0,41.8828,2,1,1,0,90.3948,8.0,0.438407
S01542,1,54.5718,3,1,1,1,135.6952,8.0,0.518534
S01543,0,47.0093,3,1,1,1,182.1214,8.0,0.587279
S01544,0,39.1228,1,1,1,0,83.611,8.0,0.357017
S01545,0,30.6182,3,0,0,0,97.0235,8.0,0.196572
S01546,1,56.0912,4,1,1,0,114.4715,8.0,0.621714
S01547,1,48.8156,5,0,1,0,155.0205,8.0,0.522516
S01548,0,45.384,6,1,0,1,119.3277,8.0,0.580778
S01549,0,36.6211,4,0,1,0,136.9998,8.0,0.421163
S01550,0,27.066,2,0,0,0,101.8576,8.0,0.157247
S01551,1,56.4701,3,1,1,1,150.1501,8.0,0.540139
S01552,0,24.4532,0,0,1,1,80.9241,8.0,0.108665
S01553,0,43.8016,3,1,1,1,103.6832,8.0,0.470559
S01554,0,33.8113,3,0,0,0,119.9956,8.0,0.219253
S01555,0,41.431,4,1,0,1,136.7674,8.0,0.457752
S01556,1,43.65,3,0,1,0,148.684,8.0,0.366353
S01557,0,32.48,3,0,0,0,136.5517,8.0,0.23673
S01558,0,34.3521,1,1,0,0,106.9762,8.0,0.269307
S01559,0,40.9189,3,1,0,0,97.4643,8.0,0.388122
S01560,1,50.4006,3,1,0,0,149.2701,8.0,0.463968
S01561,0,36.1289,2,1,0,1,117.423,8.0,0.292047
S01562,0,42.26,1,1,1,1,128.4079,8.0,0.36134
S01563,0,45.9885,4,1,0,0,110.1283,8.0,0.480203
S01564,0,23.2508,0,0,0,0,103.2905,8.0,0.093616
S01565,1,38.8932,2,0,1,1,114.5474,8.0,0.213708
S01566,0,39.9759,5,0,1,1,164.9086,8.0,0.474884
S01567,1,57.4585,7,1,0,1,158.1065,8.0,0.702376
S01568,1,34.8291,2,0,0,0,105.0063,8.0,0.159767
S01569,0,48.9611,4,1,1,1,147.514,8.0,0.60947
S01570,1,37.6636,0,0,1,0,116.9424,8.0,0.16269
S01571,0,37.0425,3,0,1,0,132.1226,8.0,0.343606
S01572,0,37.2143,4,0,1,0,126.2834,8.0,0.405572
S01573,1,57.8819,5,1,1,0,169.602,8.0,0.755398
S01574,1,52.808,3,1,1,1,119.9888,8.0,0.494983
S01575,0,49.5528,6,1,1,1,136.9543,8.0,0.727451
S01576,0,28.4014,2,0,0,1,162.9247,8.0,0.173295
S01577,1,62.0963,5,1,1,0,153.5149,8.0,0.737127
S01578,0,44.0447,2,1,1,1,79.6634,8.0,0.36308
S01579,0,28.5049,3,0,0,0,92.8655,8.0,0.192662
S01580,0,40.0481,1,1,1,1,132.7274,8.0,0.367342
S01581,0,38.7463,4,1,0,1,91.1549,8.0,0.39101
S01582,0,29.1687,3,0,0,1,102.8747,8.0,0.164826
S01583,0,39.3439,4,0,1,0,144.1779,8.0,0.431697
S01584,0,49.9054,6,0,1,0,166.6392,8.0,0.612975
S01585,1,46.7283,3,1,0,0,64.4833,8.0,0.342291
S01586,0,27.1186,3,0,0,0,54.4952,8.0,0.159356
S01587,1,47.3814,2,1,0,0,110.8769,8.0,0.337437
S01588,0,35.6906,2,1,0,0,76.6202,8.0,0.29312
S01589,0,35.4283,1,0,1,0,151.3614,8.0,0.243823
S01590,0,22.6846,1,0,0,1,44.2979,8.0,0.070817
S01591,0,29.4309,2,0,0,0,131.8884,8.0,0.182624
S01592,0,40.4442,4,1,0,1,97.3607,8.0,0.399911
S01593,1,60.6537,7,1,1,1,152.2184,8.0,0.797914
S01594,0,34.2446,3,0,1,0,123.9265,8.0,0.332602
S01595,0,36.7628,3,0,1,1,128.4492,8.0,0.2851
S01596,1,52.3062,5,1,0,0,137.0739,8.0,0.594462
S01597,1,50.9227,2,1,1,1,120.8041,8.0,0.421852
S01598,0,33.6913,5,0,0,1,99.5676,8.0,0.26065
S01599,0,27.1795,2,0,0,0,74.2453,8.0,0.136517
S01600,1,43.2981,3,1,0,1,125.5271,8.0,0.368924
S01601,0,23.2878,2,0,0,1,132.3963,8.0,0.1486
S01602,0,41.2968,2,1,1,1,88.6121,8.0,0.375586
S01603,0,48.0275,4,1,1,1,133.9396,8.0,0.589921
S01604,0,44.9288,3,1,1,1,133.1952,8.0,0.514788
S01605,0,36.1862,3,1,0,1,104.5253,8.0,0.3401
S01606,0,41.0445,4,1,0,1,107.536,8.0,0.414648
S01607,0,24.3924,2,0,0,1,90.5597,8.0,0.119556
S01608,0,28.9964,3,0,0,1,126.8107,8.0,0.185558
S01609,0,25.9915,2,0,0,1,96.7594,8.0,0.123527
S01610,1,56.4581,4,1,1,1,131.1749,8.0,0.585902
S01611,1,46.3624,5,1,0,1,88.6758,8.0,0.460596
S01612,0,23.9665,3,0,0,1,66.4421,8.0,0.136892
S01613,1,50.0555,4,0,1,0,161.7145,8.0,0.457673
S01614,0,22.8315,2,0,0,1,134.3222,8.0,0.150068
S01615,0,26.6547,1,0,0,0,143.8963,8.0,0.15102
S01616,0,35.9211,4,0,1,1,138.6724,8.0,0.364018
S01617,1,54.0115,3,1,1,0,115.8358,8.0,0.551075
S01618,0,23.6458,2,0,0,1,96.7649,8.0,0.123531
S01619,1,48.6116,3,1,0,0,114.9124,8.0,0.413255
S01620,0,44.6646,3,1,1,0,130.8423,8.0,0.573233
S01621,0,31.5664,1,0,1,1,59.8018,8.0,0.126619
S01622,1,44.5934,3,0,1,0,112.9794,8.0,0.318185
S01623,0,34.8924,3,0,1,1,147.2186,8.0,0.308597
S01624,0,37.6881,0,1,1,0,107.0775,8.0,0.321359
S01625,0,41.7569,4,1,0,1,132.4404,8.0,0.451315
S01626,1,39.4388,3,0,0,0,123.4803,8.0,0.222853
S01627,0,28.6151,2,0,0,0,114.8978,8.0,0.167896
S01628,0,36.663,2,1,0,1,87.9666,8.0,0.256889
S01629,0,45.8441,6,1,0,0,123.9058,8.0,0.646442
S01630,0,41.199,2,1,1,1,97.6598,8.0,0.3884
S01631,1,59.7432,6,1,1,1,141.485,8.0,0.732807
S01632,0,47.7345,6,1,0,1,123.7102,8.0,0.587166
S01633,0,30.6505,4,0,0,1,126.1767,8.0,0.234524
S01634,0,34.2022,2,0,1,1,142.533,8.0,0.243276
S01635,1,65.7158,7,1,1,0,150.6402,8.0,0.833944
S01636,0,38.9287,4,0,1,0,128.8622,8.0,0.409308
S01637,0,39.0579,0,1,1,0,101.8,8.0,0.314492
S01638,1,71.8041,7,1,1,0,216.6561,8.0,0.881836
S01639,1,55.2957,4,1,1,0,131.7155,8.0,0.645723
S01640,1,34.4167,1,0,0,0,73.4106,8.0,0.104375
S01641,0,28.6193,3,0,0,0,109.5114,8.0,0.208675
S01642,0,43.8735,3,1,1,1,120.8202,8.0,0.49623
S01643,1,48.9881,4,0,1,0,147.8384,8.0,0.437093
S01644,0,21.3861,0,0,0,1,49.0057,8.0,0.05489
S01645,0,26.9121,1,0,0,0,88.5845,8.0,0.113197
S01646,1,51.2886,3,1,1,1,139.9978,8.0,0.524976
S01647,0,36.4519,0,1,1,0,78.2079,8.0,0.284805
S01648,1,41.2448,2,1,0,0,84.8555,8.0,0.303462
S01649,1,54.2742,4,1,1,1,139.8722,8.0,0.598503
S01650,0,33.3832,2,1,0,1,100.504,8.0,0.27151
S01651,0,48.7633,7,1,0,0,136.8963,8.0,0.727381
S01652,0,49.7439,5,1,1,1,123.0736,8.0,0.6453
S01653,1,56.5856,3,1,1,0,167.0238,8.0,0.625309
S01654,1,31.8128,1,0,0,0,90.3395,8.0,0.114258
S01655,0,31.7368,0,1,0,1,90.3993,8.0,0.161433
S01656,1,47.7386,6,0,1,1,147.8204,8.0,0.524212
S01657,1,49.6595,4,1,0,0,121.2345,8.0,0.496852
S01658,1,46.6244,4,1,0,1,105.946,8.0,0.412334
S01659,0,35.3619,4,0,0,0,149.965,8.0,0.312124
S01660,0,41.4939,5,0,1,0,149.2271,8.0,0.513837
S01661,0,47.7864,4,1,1,1,142.1821,8.0,0.601829
S01662,0,36.7535,2,0,1,1,146.8282,8.0,0.248052
S01663,0,25.5131,2,0,0,1,136.3279,8.0,0.15161
S01664,0,49.2404,5,1,1,1,128.7876,8.0,0.653107
S01665,0,43.0162,2,1,1,1,121.7362,8.0,0.423217
S01666,1,49.582,2,1,1,0,88.5094,8.0,0.435623
S01667,0,24.4185,2,0,0,1,86.817,8.0,0.117212
S01668,1,35.0595,0,0,1,0,120.3576,8.0,0.165501
S01669,1,53.7676,3,1,1,0,120.8574,8.0,0.558517
S01670,0,38.1802,6,0,0,1,127.1998,8.0,0.359669
S01671,1,40.5595,0,0,1,1,152.092,8.0,0.157434
S01672,0,27.3639,0,0,1,1,106.9279,8.0,0.124724
S01673,0,48.9361,4,1,1,0,143.4449,8.0,0.661653
S01674,1,58.7529,4,1,1,0,148.619,8.0,0.668568
S01675,1,47.731,3,0,1,1,171.6099,8.0,0.340663
S01676,0,37.0036,3,0,1,0,136.4136,8.0,0.349436
S01677,1,51.9076,4,1,0,1,157.5267,8.0,0.488792
S01678,1,57.5018,2,1,1,0,137.7381,8.0,0.509106
S01679,0,33.847,4,0,0,1,156.4015,8.0,0.268629
S01680,1,56.533,4,1,1,0,107.5082,8.0,0.611839
S01681,1,52.272,6,1,0,1,111.0041,8.0,0.568571
S01682,0,35.8442,4,0,0,0,157.0975,8.0,0.321385
S01683,0,30.3631,1,1,0,1,104.1929,8.0,0.220141
S01684,1,50.7019,4,1,0,0,100.6964,8.0,0.466097
S01685,1,43.3465,2,0,1,0,111.9221,8.0,0.255695
S01686,1,46.7915,1,1,1,1,115.6157,8.0,0.343822
S01687,0,30.1008,4,0,0,0,112.6042,8.0,0.266125
S01688,0,39.4633,2,1,0,1,112.7898,8.0,0.286333
S01689,0,54.4368,7,1,1,1,144.5734,8.0,0.790417
S01690,0,31.014,2,0,1,1,157.008,8.0,0.259619
S01691,1,53.9366,3,1,1,1,141.6887,8.0,0.527505
S01692,0,29.7549,3,0,0,0,135.7518,8.0,0.235864
S01693,0,35.0668,3,0,0,0,135.8713,8.0,0.235993
S01694,1,54.1271,4,1,1,1,118.9481,8.0,0.567998
S01695,1,66.9779,7,1,1,1,170.9942,8.0,0.815472
S01696,0,29.8299,2,0,0,0,93.133,8.0,0.150434
S01697,0,37.5786,3,1,0,1,118.7851,8.0,0.359557
S01698,1,43.6594,2,0,1,0,139.6477,8.0,0.288616
S01699,1,51.8403,3,1,1,0,121.8811,8.0,0.560031
S01700,0,26.6296,2,0,0,1,88.5255,8.0,0.118277
S01701,0,48.6547,3,1,1,0,139.0481,8.0,0.585232
S01702,0,26.2533,1,0,0,1,107.0481,8.0,0.099956
S01703,0,61.8424,8,1,1,0,208.8808,8.0,0.90579
S01704,0,27.1841,2,0,0,1,87.7221,8.0,0.117775
S01705,0,40.2082,3,1,0,1,110.6775,8.0,0.348433
S01706,1,48.6255,3,1,0,1,105.1358,8.0,0.340923
S01707,1,57.7834,9,1,0,1,165.8191,8.0,0.818306
S01708,0,37.3827,2,1,0,0,107.7439,8.0,0.333247
S01709,0,28.7686,1,0,1,1,133.9866,8.0,0.184511
S01710,1,58.5463,5,1,1,1,133.0001,8.0,0.658811
S01711,0,49.931,5,1,1,0,150.0522,8.0,0.733081
S01712,1,48.2417,4,0,1,1,171.6162,8.0,0.410886
S01713,0,31.1592,2,0,1,1,120.311,8.0,0.219577
S01714,0,34.6336,1,1,0,1,110.8694,8.0,0.227096
S01715,1,48.5373,3,1,0,1,115.1846,8.0,0.354597
S01716,1,54.5437,2,1,1,1,150.3669,8.0,0.465605
S01717,0,38.3957,5,0,1,1,118.4582,8.0,0.406308
S01718,1,41.0049,3,0,1,0,105.5999,8.0,0.308658
S01719,0,40.099,3,1,0,0,102.757,8.0,0.39569
S01720,0,47.0928,4,1,1,1,153.401,8.0,0.617844
S01721,1,53.4687,6,1,0,1,116.9061,8.0,0.577236
S01722,0,32.3323,3,0,0,0,124.158,8.0,0.223558
S01723,0,35.9217,3,0,1,1,126.9022,8.0,0.283212
S01724,0,31.7216,2,0,1,1,120.1241,8.0,0.219385
S01725,1,51.7915,3,1,1,1,127.8227,8.0,0.506734
S01726,0,37.292,3,0,1,1,132.6618,8.0,0.290279
S01727,0,43.8153,4,0,1,0,169.76,8.0,0.469677
S01728,1,49.9949,1,1,1,0,145.3604,8.0,0.445755
S01729,1,63.5492,5,1,1,0,147.212,8.0,0.729734
S01730,0,30.7473,3,0,0,1,126.1932,8.0,0.184999
S01731,1,44.3477,3,1,0,0,81.7637,8.0,0.366
S01732,1,47.1496,3,1,0,0,136.813,8.0,0.445438
S01733,0,32.1693,2,0,1,1,92.5629,8.0,0.192379
S01734,0,27.2947,1,0,0,0,125.5263,8.0,0.137425
S01735,0,44.6882,4,1,1,1,153.3713,8.0,0.617802
S01736,1,33.719,3,0,0,1,83.5084,8.0,0.149446
S01737,1,46.5277,1,1,1,0,83.142,8.0,0.356371
S01738,1,53.9944,5,1,0,1,135.942,8.0,0.531372
S01739,1,48.9412,5,0,1,1,116.0716,8.0,0.402858
S01740,1,60.1488,8,1,0,1,160.0324,8.0,0.76318
S01741,1,57.5281,6,1,0,0,170.866,8.0,0.707898
S01742,0,43.0931,2,1,1,1,122.9883,8.0,0.425052
S01743,0,22.9593,0,0,0,0,81.2575,8.0,0.082986
S01744,1,39.6353,1,0,1,1,118.391,8.0,0.170844
S01745,0,28.6443,2,0,0,1,112.3415,8.0,0.134011
S01746,1,45.7035,1,1,1,1,110.906,8.0,0.337476
S01747,0,42.0126,3,1,0,1,152.7727,8.0,0.407728
S01748,0,42.6183,3,1,0,1,135.6244,8.0,0.383137
S01749,0,38.5116,4,1,0,1,86.7657,8.0,0.384757
S01750,0,36.6467,4,0,1,1,128.0088,8.0,0.349339
S01751,1,44.0147,4,0,0,0,128.6877,8.0,0.285391
S01752,1,56.7903,4,1,1,0,119.5623,8.0,0.62887
S01753,1,42.7217,3,0,1,1,141.068,8.0,0.300779
S01754,0,31.7474,2,0,1,1,131.9005,8.0,0.231725
S01755,1,57.1859,4,1,1,0,175.9218,8.0,0.703815
S01756,0,42.9243,2,1,1,0,120.8734,8.0,0.483816
S01757,0,32.2135,3,0,0,0,101.9406,8.0,0.201273
S01758,1,53.938,3,1,1,1,176.8683,8.0,0.579619
S01759,1,46.4098,3,1,0,0,89.5835,8.0,0.376954
S01760,1,55.2507,6,1,0,1,149.2329,8.0,0.623727
S01761,1,44.6025,4,0,1,1,120.186,8.0,0.338747
S01762,0,24.9892,2,0,0,1,81.3281,8.0,0.113847
S01763,1,46.6341,3,1,0,1,128.0558,8.0,0.372463
S01764,0,31.0548,5,0,0,0,79.7973,8.0,0.286751
S01765,0,24.6422,1,0,0,0,77.1393,8.0,0.106485
S01766,0,37.2726,4,0,1,1,105.5459,8.0,0.319358
S01767,1,51.5232,7,0,0,0,154.2244,8.0,0.533785
S01768,0,37.2962,3,0,1,1,133.2962,8.0,0.291064
S01769,0,36.3799,0,1,1,0,84.5097,8.0,0.292569
S01770,0,39.2448,1,1,1,0,105.8129,8.0,0.388144
S01771,0,37.891,2,1,0,0,91.2973,8.0,0.311693
S01772,0,31.6117,3,0,0,0,96.4226,8.0,0.196003
S01773,0,33.0104,0,1,0,1,108.1177,8.0,0.176347
S01774,1,44.615,2,1,0,1,71.0937,8.0,0.238043
S01775,0,38.7409,1,1,1,0,99.9195,8.0,0.37978
S01776,1,45.7073,3,1,0,0,112.2793,8.0,0.409429
S01777,0,24.3699,2,0,0,1,99.761,8.0,0.12549
S01778,1,32.3437,1,0,0,1,95.3293,8.0,0.093806
S01779,0,25.9437,2,0,0,1,119.2116,8.0,0.138867
S01780,0,31.2937,0,0,1,0,88.6485,8.0,0.140867
S01781,1,53.2048,2,1,1,0,133.2412,8.0,0.502362
S01782,1,47.2726,2,1,0,0,128.0419,8.0,0.360833
S01783,0,45.5404,5,1,0,0,137.466,8.0,0.595029
S01784,0,35.6657,6,0,0,1,149.8703,8.0,0.391556
S01785,1,50.6594,4,1,0,1,129.8701,8.0,0.447499
S01786,0,33.8103,3,0,1,0,138.2419,8.0,0.351934
S01787,0,32.6087,2,1,0,1,81.7268,8.0,0.249807
S01788,0,36.189,1,1,0,0,127.9146,8.0,0.294732
S01789,0,27.9699,3,0,0,0,79.4559,8.0,0.180455
S01790,0,33.2376,2,0,1,0,105.8644,8.0,0.248839
S01791,0,25.6557,1,0,0,0,121.1526,8.0,0.134344
S01792,0,26.0992,2,0,0,1,122.8167,8.0,0.141474
S01793,0,32.6814,1,0,1,0,108.2791,8.0,0.199356
S01794,0,22.9691,1,0,0,0,82.0881,8.0,0.109343
S01795,0,27.3575,2,0,0,0,77.3609,8.0,0.138735
S01796,0,27.7966,1,0,1,1,119.5586,8.0,0.171839
S01797,1,60.6222,6,1,1,0,154.544,8.0,0.79204
S01798,1,49.5767,1,1,1,1,79.7327,8.0,0.297004
S01799,0,33.5329,1,1,0,0,46.6195,8.0,0.204194
S01800,0,35.8571,4,0,1,1,122.493,8.0,0.341854
S01801,0,41.9723,3,1,1,0,120.053,8.0,0.557326
S01802,1,51.6595,4,1,0,1,120.603,8.0,0.433796
S01803,0,31.3656,3,0,1,1,84.8337,8.0,0.234873
S01804,1,49.7947,3,1,1,1,135.9833,8.0,0.518966
S01805,0,41.5753,2,1,1,1,89.0497,8.0,0.376202
S01806,1,51.9324,1,1,1,0,106.77,8.0,0.389508
S01807,1,54.8716,2,1,1,0,123.2634,8.0,0.487398
S01808,0,30.2926,3,0,1,1,101.1531,8.0,0.252923
S01809,1,52.6361,5,0,1,0,163.5664,8.0,0.535291
S01810,1,59.134,5,1,1,1,143.6564,8.0,0.673034
S01811,0,41.7946,4,1,0,0,135.8869,8.0,0.518822
S01812,0,38.8987,3,1,0,1,147.3454,8.0,0.399889
S01813,1,36.1916,2,0,0,1,127.0413,8.0,0.144581
S01814,1,61.9231,5,1,1,0,167.4778,8.0,0.753035
S01815,0,29.1598,0,1,0,0,69.0579,8.0,0.178631
S01816,0,50.0799,6,1,0,0,158.3181,8.0,0.69209
S01817,0,33.0652,1,1,0,0,87.2162,8.0,0.246623
S01818,0,39.1527,4,0,1,1,157.9358,8.0,0.391173
S01819,1,58.6366,6,1,0,0,135.9866,8.0,0.662827
S01820,0,39.8121,3,0,1,0,131.4671,8.0,0.34272
S01821,0,44.473,6,1,0,0,119.6364,8.0,0.640565
S01822,0,44.0735,4,1,0,0,118.022,8.0,0.492034
S01823,0,45.1692,2,1,1,0,149.002,8.0,0.52598
S01824,0,36.4776,3,0,1,0,139.4704,8.0,0.353617
S01825,0,35.1184,2,0,1,1,151.0946,8.0,0.252857
S01826,1,50.2787,5,0,1,1,153.5813,8.0,0.457971
S01827,0,36.6479,2,1,0,1,108.1805,8.0,0.280715
S01828,1,45.7969,2,1,0,0,107.8246,8.0,0.333354
S01829,0,40.3086,6,0,0,0,143.1742,8.0,0.442517
S01830,1,38.857,2,0,1,0,111.0908,8.0,0.254747
S01831,0,35.9003,2,0,1,0,134.7015,8.0,0.282561
S01832,0,41.4668,6,0,1,1,123.2969,8.0,0.487448
S01833,0,37.0586,2,1,0,0,101.1485,8.0,0.324513
S01834,1,45.8506,3,0,1,1,146.6964,8.0,0.307928
S01835,0,38.7349,3,1,0,0,105.1493,8.0,0.399127
S01836,0,26.5781,2,0,0,0,88.3856,8.0,0.14683
S01837,1,62.3809,9,0,1,0,188.3628,8.0,0.816105
S01838,0,56.4259,7,1,1,0,136.5856,8.0,0.821935
S01839,0,22.4293,1,0,0,0,71.5325,8.0,0.103326
S01840,0,39.4384,2,1,0,1,153.1362,8.0,0.338232
S01841,0,42.8827,4,1,0,1,127.4602,8.0,0.443927
S01842,0,41.2794,5,1,0,1,108.1391,8.0,0.48971
S01843,1,56.6034,5,1,1,0,132.1058,8.0,0.711491
S01844,0,37.9659,2,1,0,1,105.4745,8.0,0.277449
S01845,1,55.3285,2,1,1,1,141.783,8.0,0.452815
S01846,0,18.19,0,0,0,1,83.0871,8.0,0.066516
S01847,0,52.0279,5,1,1,0,152.457,8.0,0.735895
S01848,0,24.3621,1,0,0,0,83.9803,8.0,0.110453
S01849,0,50.844,4,1,1,0,130.5328,8.0,0.644098
S01850,0,37.8441,4,0,1,1,117.3778,8.0,0.334983
S01851,0,32.1964,4,0,0,0,91.7391,8.0,0.2424
