market_id,week,group,treated_market,post,eligible_control,organic_clicks,paid_clicks,total_clicks,spend,revenue,paid_revenue,true_incremental_clicks,substitution_clicks
M014,13,treated,1,1,1,1104.8213,180.0,1284.8213,112.5,2569.6427,360.0,45.0,135.0
M014,14,treated,1,1,1,1117.3607,180.0,1297.3607,112.5,2594.7215,360.0,45.0,135.0
M014,15,treated,1,1,1,1131.6941,180.0,1311.6941,112.5,2623.3881,360.0,45.0,135.0
M014,16,treated,1,1,1,1146.8214,180.0,1326.8214,112.5,2653.6428,360.0,45.0,135.0
M014,17,treated,1,1,1,1161.6176,180.0,1341.6176,112.5,2683.2351,360.0,45.0,135.0
M014,18,treated,1,1,1,1175.0096,180.0,1355.0096,112.5,2710.0191,360.0,45.0,135.0
M014,19,treated,1,1,1,1186.1461,180.0,1366.1461,112.5,2732.2922,360.0,45.0,135.0
M014,20,treated,1,1,1,1194.532,180.0,1374.532,112.5,2749.064,360.0,45.0,135.0
M015,1,treated,1,0,1,964.1149,0.0,964.1149,0.0,1928.2299,0.0,0.0,0.0
M015,2,treated,1,0,1,978.0178,0.0,978.0178,0.0,1956.0356,0.0,0.0,0.0
M015,3,treated,1,0,1,989.8821,0.0,989.8821,0.0,1979.7642,0.0,0.0,0.0
M015,4,treated,1,0,1,999.0977,0.0,999.0977,0.0,1998.1954,0.0,0.0,0.0
M015,5,treated,1,0,1,1005.4728,0.0,1005.4728,0.0,2010.9455,0.0,0.0,0.0
M015,6,treated,1,0,1,1009.2637,0.0,1009.2637,0.0,2018.5275,0.0,0.0,0.0
M015,7,treated,1,0,1,1011.1352,0.0,1011.1352,0.0,2022.2704,0.0,0.0,0.0
M015,8,treated,1,0,1,1012.0547,0.0,1012.0547,0.0,2024.1093,0.0,0.0,0.0
M015,9,treated,1,0,1,1013.14,0.0,1013.14,0.0,2026.2801,0.0,0.0,0.0
M015,10,treated,1,0,1,1015.483,0.0,1015.483,0.0,2030.9659,0.0,0.0,0.0
M015,11,treated,1,0,1,1019.9766,0.0,1019.9766,0.0,2039.9531,0.0,0.0,0.0
M015,12,treated,1,0,1,1027.1744,0.0,1027.1744,0.0,2054.3489,0.0,0.0,0.0
M015,13,treated,1,1,1,902.2032,180.0,1082.2032,112.5,2164.4064,360.0,45.0,135.0
M015,14,treated,1,1,1,914.7426,180.0,1094.7426,112.5,2189.4852,360.0,45.0,135.0
M015,15,treated,1,1,1,929.0759,180.0,1109.0759,112.5,2218.1518,360.0,45.0,135.0
M015,16,treated,1,1,1,944.2033,180.0,1124.2033,112.5,2248.4066,360.0,45.0,135.0
M015,17,treated,1,1,1,958.9994,180.0,1138.9994,112.5,2277.9989,360.0,45.0,135.0
M015,18,treated,1,1,1,972.3914,180.0,1152.3914,112.5,2304.7828,360.0,45.0,135.0
M015,19,treated,1,1,1,983.528,180.0,1163.528,112.5,2327.0559,360.0,45.0,135.0
M015,20,treated,1,1,1,991.9138,180.0,1171.9138,112.5,2343.8277,360.0,45.0,135.0
M016,1,treated,1,0,1,901.1815,0.0,901.1815,0.0,1802.363,0.0,0.0,0.0
M016,2,treated,1,0,1,915.0844,0.0,915.0844,0.0,1830.1688,0.0,0.0,0.0
M016,3,treated,1,0,1,926.9487,0.0,926.9487,0.0,1853.8973,0.0,0.0,0.0
M016,4,treated,1,0,1,936.1643,0.0,936.1643,0.0,1872.3286,0.0,0.0,0.0
M016,5,treated,1,0,1,942.5393,0.0,942.5393,0.0,1885.0786,0.0,0.0,0.0
M016,6,treated,1,0,1,946.3303,0.0,946.3303,0.0,1892.6606,0.0,0.0,0.0
M016,7,treated,1,0,1,948.2018,0.0,948.2018,0.0,1896.4035,0.0,0.0,0.0
M016,8,treated,1,0,1,949.1212,0.0,949.1212,0.0,1898.2425,0.0,0.0,0.0
M016,9,treated,1,0,1,950.2066,0.0,950.2066,0.0,1900.4132,0.0,0.0,0.0
M016,10,treated,1,0,1,952.5495,0.0,952.5495,0.0,1905.099,0.0,0.0,0.0
M016,11,treated,1,0,1,957.0431,0.0,957.0431,0.0,1914.0863,0.0,0.0,0.0
M016,12,treated,1,0,1,964.241,0.0,964.241,0.0,1928.482,0.0,0.0,0.0
M016,13,treated,1,1,1,839.2698,180.0,1019.2698,112.5,2038.5396,360.0,45.0,135.0
M016,14,treated,1,1,1,851.8092,180.0,1031.8092,112.5,2063.6183,360.0,45.0,135.0
M016,15,treated,1,1,1,866.1425,180.0,1046.1425,112.5,2092.285,360.0,45.0,135.0
M016,16,treated,1,1,1,881.2699,180.0,1061.2699,112.5,2122.5397,360.0,45.0,135.0
M016,17,treated,1,1,1,896.066,180.0,1076.066,112.5,2152.132,360.0,45.0,135.0
M016,18,treated,1,1,1,909.458,180.0,1089.458,112.5,2178.916,360.0,45.0,135.0
M016,19,treated,1,1,1,920.5945,180.0,1100.5945,112.5,2201.189,360.0,45.0,135.0
M016,20,treated,1,1,1,928.9804,180.0,1108.9804,112.5,2217.9608,360.0,45.0,135.0
M017,1,treated,1,0,1,1069.8116,0.0,1069.8116,0.0,2139.6232,0.0,0.0,0.0
M017,2,treated,1,0,1,1083.7145,0.0,1083.7145,0.0,2167.4289,0.0,0.0,0.0
M017,3,treated,1,0,1,1095.5787,0.0,1095.5787,0.0,2191.1575,0.0,0.0,0.0
M017,4,treated,1,0,1,1104.7944,0.0,1104.7944,0.0,2209.5887,0.0,0.0,0.0
M017,5,treated,1,0,1,1111.1694,0.0,1111.1694,0.0,2222.3388,0.0,0.0,0.0
M017,6,treated,1,0,1,1114.9604,0.0,1114.9604,0.0,2229.9208,0.0,0.0,0.0
M017,7,treated,1,0,1,1116.8318,0.0,1116.8318,0.0,2233.6637,0.0,0.0,0.0
M017,8,treated,1,0,1,1117.7513,0.0,1117.7513,0.0,2235.5026,0.0,0.0,0.0
M017,9,treated,1,0,1,1118.8367,0.0,1118.8367,0.0,2237.6734,0.0,0.0,0.0
M017,10,treated,1,0,1,1121.1796,0.0,1121.1796,0.0,2242.3592,0.0,0.0,0.0
M017,11,treated,1,0,1,1125.6732,0.0,1125.6732,0.0,2251.3464,0.0,0.0,0.0
M017,12,treated,1,0,1,1132.8711,0.0,1132.8711,0.0,2265.7422,0.0,0.0,0.0
M017,13,treated,1,1,1,1007.8999,180.0,1187.8999,112.5,2375.7997,360.0,45.0,135.0
M017,14,treated,1,1,1,1020.4392,180.0,1200.4392,112.5,2400.8785,360.0,45.0,135.0
M017,15,treated,1,1,1,1034.7726,180.0,1214.7726,112.5,2429.5451,360.0,45.0,135.0
M017,16,treated,1,1,1,1049.8999,180.0,1229.8999,112.5,2459.7999,360.0,45.0,135.0
M017,17,treated,1,1,1,1064.6961,180.0,1244.6961,112.5,2489.3922,360.0,45.0,135.0
M017,18,treated,1,1,1,1078.0881,180.0,1258.0881,112.5,2516.1761,360.0,45.0,135.0
M017,19,treated,1,1,1,1089.2246,180.0,1269.2246,112.5,2538.4492,360.0,45.0,135.0
M017,20,treated,1,1,1,1097.6105,180.0,1277.6105,112.5,2555.221,360.0,45.0,135.0
M018,1,treated,1,0,1,1141.9437,0.0,1141.9437,0.0,2283.8873,0.0,0.0,0.0
M018,2,treated,1,0,1,1155.8465,0.0,1155.8465,0.0,2311.6931,0.0,0.0,0.0
M018,3,treated,1,0,1,1167.7108,0.0,1167.7108,0.0,2335.4217,0.0,0.0,0.0
M018,4,treated,1,0,1,1176.9265,0.0,1176.9265,0.0,2353.8529,0.0,0.0,0.0
M018,5,treated,1,0,1,1183.3015,0.0,1183.3015,0.0,2366.603,0.0,0.0,0.0
M018,6,treated,1,0,1,1187.0925,0.0,1187.0925,0.0,2374.1849,0.0,0.0,0.0
M018,7,treated,1,0,1,1188.9639,0.0,1188.9639,0.0,2377.9278,0.0,0.0,0.0
M018,8,treated,1,0,1,1189.8834,0.0,1189.8834,0.0,2379.7668,0.0,0.0,0.0
M018,9,treated,1,0,1,1190.9688,0.0,1190.9688,0.0,2381.9375,0.0,0.0,0.0
M018,10,treated,1,0,1,1193.3117,0.0,1193.3117,0.0,2386.6234,0.0,0.0,0.0
M018,11,treated,1,0,1,1197.8053,0.0,1197.8053,0.0,2395.6106,0.0,0.0,0.0
M018,12,treated,1,0,1,1205.0032,0.0,1205.0032,0.0,2410.0063,0.0,0.0,0.0
M018,13,treated,1,1,1,1080.0319,180.0,1260.0319,112.5,2520.0639,360.0,45.0,135.0
M018,14,treated,1,1,1,1092.5713,180.0,1272.5713,112.5,2545.1427,360.0,45.0,135.0
M018,15,treated,1,1,1,1106.9046,180.0,1286.9046,112.5,2573.8093,360.0,45.0,135.0
M018,16,treated,1,1,1,1122.032,180.0,1302.032,112.5,2604.064,360.0,45.0,135.0
M018,17,treated,1,1,1,1136.8282,180.0,1316.8282,112.5,2633.6563,360.0,45.0,135.0
M018,18,treated,1,1,1,1150.2201,180.0,1330.2201,112.5,2660.4403,360.0,45.0,135.0
M018,19,treated,1,1,1,1161.3567,180.0,1341.3567,112.5,2682.7134,360.0,45.0,135.0
M018,20,treated,1,1,1,1169.7426,180.0,1349.7426,112.5,2699.4852,360.0,45.0,135.0
M019,1,treated,1,0,1,875.5535,0.0,875.5535,0.0,1751.1069,0.0,0.0,0.0
M019,2,treated,1,0,1,889.4563,0.0,889.4563,0.0,1778.9127,0.0,0.0,0.0
M019,3,treated,1,0,1,901.3206,0.0,901.3206,0.0,1802.6413,0.0,0.0,0.0
M019,4,treated,1,0,1,910.5363,0.0,910.5363,0.0,1821.0725,0.0,0.0,0.0
M019,5,treated,1,0,1,916.9113,0.0,916.9113,0.0,1833.8226,0.0,0.0,0.0
M019,6,treated,1,0,1,920.7023,0.0,920.7023,0.0,1841.4045,0.0,0.0,0.0
M019,7,treated,1,0,1,922.5737,0.0,922.5737,0.0,1845.1474,0.0,0.0,0.0
M019,8,treated,1,0,1,923.4932,0.0,923.4932,0.0,1846.9864,0.0,0.0,0.0
M019,9,treated,1,0,1,924.5786,0.0,924.5786,0.0,1849.1571,0.0,0.0,0.0
M019,10,treated,1,0,1,926.9215,0.0,926.9215,0.0,1853.843,0.0,0.0,0.0
M019,11,treated,1,0,1,931.4151,0.0,931.4151,0.0,1862.8302,0.0,0.0,0.0
M019,12,treated,1,0,1,938.613,0.0,938.613,0.0,1877.2259,0.0,0.0,0.0
M019,13,treated,1,1,1,813.6417,180.0,993.6417,112.5,1987.2835,360.0,45.0,135.0
M019,14,treated,1,1,1,826.1811,180.0,1006.1811,112.5,2012.3623,360.0,45.0,135.0
M019,15,treated,1,1,1,840.5144,180.0,1020.5144,112.5,2041.0289,360.0,45.0,135.0
M019,16,treated,1,1,1,855.6418,180.0,1035.6418,112.5,2071.2836,360.0,45.0,135.0
M019,17,treated,1,1,1,870.438,180.0,1050.438,112.5,2100.8759,360.0,45.0,135.0
M019,18,treated,1,1,1,883.8299,180.0,1063.8299,112.5,2127.6599,360.0,45.0,135.0
M019,19,treated,1,1,1,894.9665,180.0,1074.9665,112.5,2149.933,360.0,45.0,135.0
M019,20,treated,1,1,1,903.3524,180.0,1083.3524,112.5,2166.7047,360.0,45.0,135.0
M020,1,treated,1,0,1,953.7725,0.0,953.7725,0.0,1907.5451,0.0,0.0,0.0
M020,2,treated,1,0,1,967.6754,0.0,967.6754,0.0,1935.3509,0.0,0.0,0.0
M020,3,treated,1,0,1,979.5397,0.0,979.5397,0.0,1959.0794,0.0,0.0,0.0
M020,4,treated,1,0,1,988.7553,0.0,988.7553,0.0,1977.5107,0.0,0.0,0.0
M020,5,treated,1,0,1,995.1304,0.0,995.1304,0.0,1990.2607,0.0,0.0,0.0
M020,6,treated,1,0,1,998.9214,0.0,998.9214,0.0,1997.8427,0.0,0.0,0.0
M020,7,treated,1,0,1,1000.7928,0.0,1000.7928,0.0,2001.5856,0.0,0.0,0.0
M020,8,treated,1,0,1,1001.7123,0.0,1001.7123,0.0,2003.4246,0.0,0.0,0.0
M020,9,treated,1,0,1,1002.7976,0.0,1002.7976,0.0,2005.5953,0.0,0.0,0.0
M020,10,treated,1,0,1,1005.1406,0.0,1005.1406,0.0,2010.2811,0.0,0.0,0.0
M020,11,treated,1,0,1,1009.6342,0.0,1009.6342,0.0,2019.2684,0.0,0.0,0.0
M020,12,treated,1,0,1,1016.8321,0.0,1016.8321,0.0,2033.6641,0.0,0.0,0.0
M020,13,treated,1,1,1,891.8608,180.0,1071.8608,112.5,2143.7217,360.0,45.0,135.0
M020,14,treated,1,1,1,904.4002,180.0,1084.4002,112.5,2168.8004,360.0,45.0,135.0
M020,15,treated,1,1,1,918.7335,180.0,1098.7335,112.5,2197.4671,360.0,45.0,135.0
M020,16,treated,1,1,1,933.8609,180.0,1113.8609,112.5,2227.7218,360.0,45.0,135.0
M020,17,treated,1,1,1,948.6571,180.0,1128.6571,112.5,2257.3141,360.0,45.0,135.0
M020,18,treated,1,1,1,962.049,180.0,1142.049,112.5,2284.0981,360.0,45.0,135.0
M020,19,treated,1,1,1,973.1856,180.0,1153.1856,112.5,2306.3711,360.0,45.0,135.0
M020,20,treated,1,1,1,981.5715,180.0,1161.5715,112.5,2323.1429,360.0,45.0,135.0
M021,1,treated,1,0,1,1033.1424,0.0,1033.1424,0.0,2066.2848,0.0,0.0,0.0
M021,2,treated,1,0,1,1047.0453,0.0,1047.0453,0.0,2094.0905,0.0,0.0,0.0
M021,3,treated,1,0,1,1058.9096,0.0,1058.9096,0.0,2117.8191,0.0,0.0,0.0
M021,4,treated,1,0,1,1068.1252,0.0,1068.1252,0.0,2136.2504,0.0,0.0,0.0
M021,5,treated,1,0,1,1074.5002,0.0,1074.5002,0.0,2149.0004,0.0,0.0,0.0
M021,6,treated,1,0,1,1078.2912,0.0,1078.2912,0.0,2156.5824,0.0,0.0,0.0
M021,7,treated,1,0,1,1080.1626,0.0,1080.1626,0.0,2160.3253,0.0,0.0,0.0
M021,8,treated,1,0,1,1081.0821,0.0,1081.0821,0.0,2162.1642,0.0,0.0,0.0
M021,9,treated,1,0,1,1082.1675,0.0,1082.1675,0.0,2164.335,0.0,0.0,0.0
M021,10,treated,1,0,1,1084.5104,0.0,1084.5104,0.0,2169.0208,0.0,0.0,0.0
M021,11,treated,1,0,1,1089.004,0.0,1089.004,0.0,2178.008,0.0,0.0,0.0
M021,12,treated,1,0,1,1096.2019,0.0,1096.2019,0.0,2192.4038,0.0,0.0,0.0
M021,13,treated,1,1,1,971.2307,180.0,1151.2307,112.5,2302.4614,360.0,45.0,135.0
M021,14,treated,1,1,1,983.7701,180.0,1163.7701,112.5,2327.5401,360.0,45.0,135.0
M021,15,treated,1,1,1,998.1034,180.0,1178.1034,112.5,2356.2068,360.0,45.0,135.0
M021,16,treated,1,1,1,1013.2307,180.0,1193.2307,112.5,2386.4615,360.0,45.0,135.0
M021,17,treated,1,1,1,1028.0269,180.0,1208.0269,112.5,2416.0538,360.0,45.0,135.0
M021,18,treated,1,1,1,1041.4189,180.0,1221.4189,112.5,2442.8378,360.0,45.0,135.0
M021,19,treated,1,1,1,1052.5554,180.0,1232.5554,112.5,2465.1108,360.0,45.0,135.0
M021,20,treated,1,1,1,1060.9413,180.0,1240.9413,112.5,2481.8826,360.0,45.0,135.0
M022,1,treated,1,0,1,955.2513,0.0,955.2513,0.0,1910.5027,0.0,0.0,0.0
M022,2,treated,1,0,1,969.1542,0.0,969.1542,0.0,1938.3084,0.0,0.0,0.0
M022,3,treated,1,0,1,981.0185,0.0,981.0185,0.0,1962.037,0.0,0.0,0.0
M022,4,treated,1,0,1,990.2341,0.0,990.2341,0.0,1980.4683,0.0,0.0,0.0
M022,5,treated,1,0,1,996.6092,0.0,996.6092,0.0,1993.2183,0.0,0.0,0.0
M022,6,treated,1,0,1,1000.4001,0.0,1000.4001,0.0,2000.8003,0.0,0.0,0.0
M022,7,treated,1,0,1,1002.2716,0.0,1002.2716,0.0,2004.5432,0.0,0.0,0.0
M022,8,treated,1,0,1,1003.1911,0.0,1003.1911,0.0,2006.3822,0.0,0.0,0.0
M022,9,treated,1,0,1,1004.2764,0.0,1004.2764,0.0,2008.5529,0.0,0.0,0.0
M022,10,treated,1,0,1,1006.6194,0.0,1006.6194,0.0,2013.2387,0.0,0.0,0.0
M022,11,treated,1,0,1,1011.113,0.0,1011.113,0.0,2022.2259,0.0,0.0,0.0
M022,12,treated,1,0,1,1018.3108,0.0,1018.3108,0.0,2036.6217,0.0,0.0,0.0
M022,13,treated,1,1,1,893.3396,180.0,1073.3396,112.5,2146.6793,360.0,45.0,135.0
M022,14,treated,1,1,1,905.879,180.0,1085.879,112.5,2171.758,360.0,45.0,135.0
M022,15,treated,1,1,1,920.2123,180.0,1100.2123,112.5,2200.4247,360.0,45.0,135.0
M022,16,treated,1,1,1,935.3397,180.0,1115.3397,112.5,2230.6794,360.0,45.0,135.0
M022,17,treated,1,1,1,950.1359,180.0,1130.1359,112.5,2260.2717,360.0,45.0,135.0
M022,18,treated,1,1,1,963.5278,180.0,1143.5278,112.5,2287.0557,360.0,45.0,135.0
M022,19,treated,1,1,1,974.6644,180.0,1154.6644,112.5,2309.3287,360.0,45.0,135.0
M022,20,treated,1,1,1,983.0503,180.0,1163.0503,112.5,2326.1005,360.0,45.0,135.0
M023,1,treated,1,0,1,794.5289,0.0,794.5289,0.0,1589.0578,0.0,0.0,0.0
M023,2,treated,1,0,1,808.4318,0.0,808.4318,0.0,1616.8635,0.0,0.0,0.0
M023,3,treated,1,0,1,820.2961,0.0,820.2961,0.0,1640.5921,0.0,0.0,0.0
M023,4,treated,1,0,1,829.5117,0.0,829.5117,0.0,1659.0233,0.0,0.0,0.0
M023,5,treated,1,0,1,835.8867,0.0,835.8867,0.0,1671.7734,0.0,0.0,0.0
M023,6,treated,1,0,1,839.6777,0.0,839.6777,0.0,1679.3554,0.0,0.0,0.0
M023,7,treated,1,0,1,841.5491,0.0,841.5491,0.0,1683.0983,0.0,0.0,0.0
M023,8,treated,1,0,1,842.4686,0.0,842.4686,0.0,1684.9372,0.0,0.0,0.0
M023,9,treated,1,0,1,843.554,0.0,843.554,0.0,1687.108,0.0,0.0,0.0
M023,10,treated,1,0,1,845.8969,0.0,845.8969,0.0,1691.7938,0.0,0.0,0.0
M023,11,treated,1,0,1,850.3905,0.0,850.3905,0.0,1700.781,0.0,0.0,0.0
M023,12,treated,1,0,1,857.5884,0.0,857.5884,0.0,1715.1768,0.0,0.0,0.0
M023,13,treated,1,1,1,732.6172,180.0,912.6172,112.5,1825.2343,360.0,45.0,135.0
M023,14,treated,1,1,1,745.1565,180.0,925.1565,112.5,1850.3131,360.0,45.0,135.0
M023,15,treated,1,1,1,759.4899,180.0,939.4899,112.5,1878.9797,360.0,45.0,135.0
M023,16,treated,1,1,1,774.6172,180.0,954.6172,112.5,1909.2345,360.0,45.0,135.0
M023,17,treated,1,1,1,789.4134,180.0,969.4134,112.5,1938.8268,360.0,45.0,135.0
M023,18,treated,1,1,1,802.8054,180.0,982.8054,112.5,1965.6107,360.0,45.0,135.0
M023,19,treated,1,1,1,813.9419,180.0,993.9419,112.5,1987.8838,360.0,45.0,135.0
M023,20,treated,1,1,1,822.3278,180.0,1002.3278,112.5,2004.6556,360.0,45.0,135.0
M024,1,treated,1,0,1,801.6264,0.0,801.6264,0.0,1603.2528,0.0,0.0,0.0
M024,2,treated,1,0,1,815.5293,0.0,815.5293,0.0,1631.0586,0.0,0.0,0.0
M024,3,treated,1,0,1,827.3936,0.0,827.3936,0.0,1654.7872,0.0,0.0,0.0
M024,4,treated,1,0,1,836.6092,0.0,836.6092,0.0,1673.2184,0.0,0.0,0.0
M024,5,treated,1,0,1,842.9842,0.0,842.9842,0.0,1685.9685,0.0,0.0,0.0
M024,6,treated,1,0,1,846.7752,0.0,846.7752,0.0,1693.5504,0.0,0.0,0.0
M024,7,treated,1,0,1,848.6467,0.0,848.6467,0.0,1697.2933,0.0,0.0,0.0
M024,8,treated,1,0,1,849.5661,0.0,849.5661,0.0,1699.1323,0.0,0.0,0.0
M024,9,treated,1,0,1,850.6515,0.0,850.6515,0.0,1701.303,0.0,0.0,0.0
M024,10,treated,1,0,1,852.9944,0.0,852.9944,0.0,1705.9889,0.0,0.0,0.0
M024,11,treated,1,0,1,857.488,0.0,857.488,0.0,1714.9761,0.0,0.0,0.0
M024,12,treated,1,0,1,864.6859,0.0,864.6859,0.0,1729.3718,0.0,0.0,0.0
M024,13,treated,1,1,1,739.7147,180.0,919.7147,112.5,1839.4294,360.0,45.0,135.0
M024,14,treated,1,1,1,752.2541,180.0,932.2541,112.5,1864.5082,360.0,45.0,135.0
M024,15,treated,1,1,1,766.5874,180.0,946.5874,112.5,1893.1748,360.0,45.0,135.0
M024,16,treated,1,1,1,781.7148,180.0,961.7148,112.5,1923.4295,360.0,45.0,135.0
M024,17,treated,1,1,1,796.5109,180.0,976.5109,112.5,1953.0218,360.0,45.0,135.0
M024,18,treated,1,1,1,809.9029,180.0,989.9029,112.5,1979.8058,360.0,45.0,135.0
M024,19,treated,1,1,1,821.0394,180.0,1001.0394,112.5,2002.0789,360.0,45.0,135.0
M024,20,treated,1,1,1,829.4253,180.0,1009.4253,112.5,2018.8506,360.0,45.0,135.0
M025,1,treated,1,0,1,1110.0435,0.0,1110.0435,0.0,2220.0869,0.0,0.0,0.0
M025,2,treated,1,0,1,1123.9463,0.0,1123.9463,0.0,2247.8927,0.0,0.0,0.0
M025,3,treated,1,0,1,1135.8106,0.0,1135.8106,0.0,2271.6213,0.0,0.0,0.0
M025,4,treated,1,0,1,1145.0263,0.0,1145.0263,0.0,2290.0525,0.0,0.0,0.0
M025,5,treated,1,0,1,1151.4013,0.0,1151.4013,0.0,2302.8026,0.0,0.0,0.0
M025,6,treated,1,0,1,1155.1923,0.0,1155.1923,0.0,2310.3846,0.0,0.0,0.0
M025,7,treated,1,0,1,1157.0637,0.0,1157.0637,0.0,2314.1275,0.0,0.0,0.0
M025,8,treated,1,0,1,1157.9832,0.0,1157.9832,0.0,2315.9664,0.0,0.0,0.0
M025,9,treated,1,0,1,1159.0686,0.0,1159.0686,0.0,2318.1371,0.0,0.0,0.0
M025,10,treated,1,0,1,1161.4115,0.0,1161.4115,0.0,2322.823,0.0,0.0,0.0
M025,11,treated,1,0,1,1165.9051,0.0,1165.9051,0.0,2331.8102,0.0,0.0,0.0
M025,12,treated,1,0,1,1173.103,0.0,1173.103,0.0,2346.206,0.0,0.0,0.0
M025,13,treated,1,1,1,1048.1318,180.0,1228.1318,112.5,2456.2635,360.0,45.0,135.0
M025,14,treated,1,1,1,1060.6711,180.0,1240.6711,112.5,2481.3423,360.0,45.0,135.0
M025,15,treated,1,1,1,1075.0045,180.0,1255.0045,112.5,2510.0089,360.0,45.0,135.0
M025,16,treated,1,1,1,1090.1318,180.0,1270.1318,112.5,2540.2636,360.0,45.0,135.0
M025,17,treated,1,1,1,1104.928,180.0,1284.928,112.5,2569.856,360.0,45.0,135.0
M025,18,treated,1,1,1,1118.32,180.0,1298.32,112.5,2596.6399,360.0,45.0,135.0
M025,19,treated,1,1,1,1129.4565,180.0,1309.4565,112.5,2618.913,360.0,45.0,135.0
M025,20,treated,1,1,1,1137.8424,180.0,1317.8424,112.5,2635.6848,360.0,45.0,135.0
M026,1,treated,1,0,1,921.7134,0.0,921.7134,0.0,1843.4268,0.0,0.0,0.0
M026,2,treated,1,0,1,935.6163,0.0,935.6163,0.0,1871.2325,0.0,0.0,0.0
M026,3,treated,1,0,1,947.4806,0.0,947.4806,0.0,1894.9611,0.0,0.0,0.0
M026,4,treated,1,0,1,956.6962,0.0,956.6962,0.0,1913.3924,0.0,0.0,0.0
M026,5,treated,1,0,1,963.0712,0.0,963.0712,0.0,1926.1424,0.0,0.0,0.0
M026,6,treated,1,0,1,966.8622,0.0,966.8622,0.0,1933.7244,0.0,0.0,0.0
M026,7,treated,1,0,1,968.7336,0.0,968.7336,0.0,1937.4673,0.0,0.0,0.0
M026,8,treated,1,0,1,969.6531,0.0,969.6531,0.0,1939.3062,0.0,0.0,0.0
M026,9,treated,1,0,1,970.7385,0.0,970.7385,0.0,1941.477,0.0,0.0,0.0
M026,10,treated,1,0,1,973.0814,0.0,973.0814,0.0,1946.1628,0.0,0.0,0.0
M026,11,treated,1,0,1,977.575,0.0,977.575,0.0,1955.15,0.0,0.0,0.0
M026,12,treated,1,0,1,984.7729,0.0,984.7729,0.0,1969.5458,0.0,0.0,0.0
M026,13,treated,1,1,1,859.8017,180.0,1039.8017,112.5,2079.6033,360.0,45.0,135.0
M026,14,treated,1,1,1,872.3411,180.0,1052.3411,112.5,2104.6821,360.0,45.0,135.0
M026,15,treated,1,1,1,886.6744,180.0,1066.6744,112.5,2133.3487,360.0,45.0,135.0
M026,16,treated,1,1,1,901.8017,180.0,1081.8017,112.5,2163.6035,360.0,45.0,135.0
M026,17,treated,1,1,1,916.5979,180.0,1096.5979,112.5,2193.1958,360.0,45.0,135.0
M026,18,treated,1,1,1,929.9899,180.0,1109.9899,112.5,2219.9797,360.0,45.0,135.0
M026,19,treated,1,1,1,941.1264,180.0,1121.1264,112.5,2242.2528,360.0,45.0,135.0
M026,20,treated,1,1,1,949.5123,180.0,1129.5123,112.5,2259.0246,360.0,45.0,135.0
M027,1,treated,1,0,1,950.7184,0.0,950.7184,0.0,1901.4369,0.0,0.0,0.0
M027,2,treated,1,0,1,964.6213,0.0,964.6213,0.0,1929.2426,0.0,0.0,0.0
M027,3,treated,1,0,1,976.4856,0.0,976.4856,0.0,1952.9712,0.0,0.0,0.0
M027,4,treated,1,0,1,985.7012,0.0,985.7012,0.0,1971.4025,0.0,0.0,0.0
M027,5,treated,1,0,1,992.0763,0.0,992.0763,0.0,1984.1525,0.0,0.0,0.0
M027,6,treated,1,0,1,995.8672,0.0,995.8672,0.0,1991.7345,0.0,0.0,0.0
M027,7,treated,1,0,1,997.7387,0.0,997.7387,0.0,1995.4774,0.0,0.0,0.0
M027,8,treated,1,0,1,998.6582,0.0,998.6582,0.0,1997.3163,0.0,0.0,0.0
M027,9,treated,1,0,1,999.7435,0.0,999.7435,0.0,1999.4871,0.0,0.0,0.0
M027,10,treated,1,0,1,1002.0865,0.0,1002.0865,0.0,2004.1729,0.0,0.0,0.0
M027,11,treated,1,0,1,1006.5801,0.0,1006.5801,0.0,2013.1601,0.0,0.0,0.0
M027,12,treated,1,0,1,1013.7779,0.0,1013.7779,0.0,2027.5559,0.0,0.0,0.0
M027,13,treated,1,1,1,888.8067,180.0,1068.8067,112.5,2137.6134,360.0,45.0,135.0
M027,14,treated,1,1,1,901.3461,180.0,1081.3461,112.5,2162.6922,360.0,45.0,135.0
M027,15,treated,1,1,1,915.6794,180.0,1095.6794,112.5,2191.3589,360.0,45.0,135.0
M027,16,treated,1,1,1,930.8068,180.0,1110.8068,112.5,2221.6136,360.0,45.0,135.0
M027,17,treated,1,1,1,945.6029,180.0,1125.6029,112.5,2251.2059,360.0,45.0,135.0
M027,18,treated,1,1,1,958.9949,180.0,1138.9949,112.5,2277.9899,360.0,45.0,135.0
M027,19,treated,1,1,1,970.1315,180.0,1150.1315,112.5,2300.2629,360.0,45.0,135.0
M027,20,treated,1,1,1,978.5174,180.0,1158.5174,112.5,2317.0347,360.0,45.0,135.0
M028,1,treated,1,0,1,1084.7339,0.0,1084.7339,0.0,2169.4678,0.0,0.0,0.0
M028,2,treated,1,0,1,1098.6368,0.0,1098.6368,0.0,2197.2736,0.0,0.0,0.0
M028,3,treated,1,0,1,1110.5011,0.0,1110.5011,0.0,2221.0022,0.0,0.0,0.0
M028,4,treated,1,0,1,1119.7167,0.0,1119.7167,0.0,2239.4334,0.0,0.0,0.0
M028,5,treated,1,0,1,1126.0917,0.0,1126.0917,0.0,2252.1835,0.0,0.0,0.0
M028,6,treated,1,0,1,1129.8827,0.0,1129.8827,0.0,2259.7654,0.0,0.0,0.0
